Date,Adj Close,Close,High,Low,Open,Volume
2017-01-03,193.96812438964844,225.24000549316406,225.8300018310547,223.8800048828125,225.0399932861328,91366500
2017-01-04,195.1221160888672,226.5800018310547,226.75,225.61000061035156,225.6199951171875,78744400
2017-01-05,194.96707153320312,226.39999389648438,226.5800018310547,225.47999572753906,226.27000427246094,78379000
2017-01-06,195.6646270751953,227.2100067138672,227.75,225.89999389648438,226.52999877929688,71559900
2017-01-09,195.0187530517578,226.4600067138672,227.07000732421875,226.4199981689453,226.91000366210938,46939700
2017-01-10,195.0187530517578,226.4600067138672,227.4499969482422,226.00999450683594,226.47999572753906,63771900
2017-01-11,195.56988525390625,227.10000610351562,227.10000610351562,225.58999633789062,226.36000061035156,74650000
2017-01-12,195.0790557861328,226.52999877929688,226.75,224.9600067138672,226.5,72113200
2017-01-13,195.52684020996094,227.0500030517578,227.39999389648438,226.69000244140625,226.72999572753906,62717900
2017-01-17,194.8379364013672,226.25,226.77999877929688,225.8000030517578,226.30999755859375,61240800
2017-01-18,195.26852416992188,226.75,226.8000030517578,225.89999389648438,226.5399932861328,54793300
2017-01-19,194.5451202392578,225.91000366210938,227.0,225.41000366210938,226.83999633789062,66608800
2017-01-20,195.25991821289062,226.74000549316406,227.30999755859375,225.97000122070312,226.6999969482422,129168600
2017-01-23,194.75180053710938,226.14999389648438,226.80999755859375,225.27000427246094,226.74000549316406,75061600
2017-01-24,196.00050354003906,227.60000610351562,228.0800018310547,226.27000427246094,226.39999389648438,95555300
2017-01-25,197.6969451904297,229.57000732421875,229.57000732421875,228.50999450683594,228.6999969482422,84437700
2017-01-26,197.4903106689453,229.3300018310547,229.7100067138672,229.00999450683594,229.39999389648438,59970700
2017-01-27,197.18028259277344,228.97000122070312,229.58999633789062,228.75999450683594,229.4199981689453,59711100
2017-01-30,195.95742797851562,227.5500030517578,228.1999969482422,226.41000366210938,228.1699981689453,79737300
2017-01-31,195.94024658203125,227.52999877929688,227.60000610351562,226.32000732421875,226.97999572753906,75880800
2017-02-01,196.01771545410156,227.6199951171875,228.58999633789062,226.94000244140625,227.52999877929688,79117700
2017-02-02,196.1468505859375,227.77000427246094,228.10000610351562,226.82000732421875,227.6199951171875,69657600
2017-02-03,197.49887084960938,229.33999633789062,229.5500030517578,228.4600067138672,228.82000732421875,80563200
2017-02-06,197.14581298828125,228.92999267578125,229.3300018310547,228.5399932861328,228.8699951171875,57790100
2017-02-07,197.15440368652344,228.94000244140625,229.66000366210938,228.72000122070312,229.3800048828125,57931200
2017-02-08,197.41273498535156,229.24000549316406,229.38999938964844,228.30999755859375,228.94000244140625,51566200
2017-02-09,198.58395385742188,230.60000610351562,230.9499969482422,229.24000549316406,229.24000549316406,65955200
2017-02-10,199.3675994873047,231.50999450683594,231.77000427246094,230.6199951171875,231.0,66015900
2017-02-13,200.4527130126953,232.77000427246094,233.07000732421875,232.0500030517578,232.0800018310547,55182100
2017-02-14,201.25357055664062,233.6999969482422,233.7100067138672,232.16000366210938,232.55999755859375,71109000
2017-02-15,202.3042449951172,234.9199981689453,235.13999938964844,233.38999938964844,233.4499969482422,86785800
2017-02-16,202.13194274902344,234.72000122070312,235.16000366210938,233.85000610351562,234.9499969482422,84722400
2017-02-17,202.4506378173828,235.08999633789062,235.08999633789062,233.92999267578125,233.9499969482422,77204100
2017-02-21,203.65618896484375,236.49000549316406,236.69000244140625,235.50999450683594,235.52000427246094,88946100
2017-02-22,203.47540283203125,236.27999877929688,236.5399932861328,235.8300018310547,236.02000427246094,62115200
2017-02-23,203.61314392089844,236.44000244140625,236.89999389648438,235.55999755859375,236.8800048828125,74615900
2017-02-24,203.87152099609375,236.74000549316406,236.7899932861328,235.41000366210938,235.4600067138672,82381600
2017-02-27,204.19015502929688,237.11000061035156,237.30999755859375,236.35000610351562,236.63999938964844,56515400
2017-02-28,203.63897705078125,236.47000122070312,236.9499969482422,236.02000427246094,236.6699981689453,96961900
2017-03-01,206.48944091796875,239.77999877929688,240.32000732421875,238.3699951171875,238.38999938964844,149158200
2017-03-02,205.18911743164062,238.27000427246094,239.57000732421875,238.2100067138672,239.55999755859375,70246000
2017-03-03,205.31825256347656,238.4199981689453,238.61000061035156,237.72999572753906,238.1699981689453,81974300
2017-03-06,204.7068634033203,237.7100067138672,238.1199951171875,237.00999450683594,237.5,55391500
2017-03-07,204.09544372558594,237.0,237.77000427246094,236.75999450683594,237.36000061035156,65103700
2017-03-08,203.71652221679688,236.55999755859375,237.63999938964844,236.39999389648438,237.33999633789062,78168800
2017-03-09,203.974853515625,236.86000061035156,237.24000549316406,235.74000549316406,236.6999969482422,90683900
2017-03-10,204.68963623046875,237.69000244140625,238.02000427246094,236.58999633789062,237.97000122070312,81991700
2017-03-13,204.79296875,237.80999755859375,237.86000061035156,237.24000549316406,237.6199951171875,57256800
2017-03-14,204.00927734375,236.89999389648438,237.24000549316406,236.19000244140625,237.17999267578125,59880800
2017-03-15,205.774658203125,238.9499969482422,239.44000244140625,237.2899932861328,237.55999755859375,96081800
2017-03-16,205.36993408203125,238.47999572753906,239.1999969482422,238.10000610351562,239.11000061035156,78344000
2017-03-17,205.00927734375,237.02999877929688,237.97000122070312,237.02999877929688,237.75,89002100
2017-03-20,204.7843780517578,236.77000427246094,237.36000061035156,236.32000732421875,237.02999877929688,52537000
2017-03-21,202.155029296875,233.72999572753906,237.61000061035156,233.5800018310547,237.47000122070312,131809300
2017-03-22,202.6307373046875,234.27999877929688,234.61000061035156,233.0500030517578,233.77000427246094,97569200
2017-03-23,202.41452026367188,234.02999877929688,235.33999633789062,233.60000610351562,234.27999877929688,100410300
2017-03-24,202.26747131347656,233.86000061035156,235.0399932861328,232.9600067138672,234.3800048828125,112504900
2017-03-27,202.05992126464844,233.6199951171875,233.9199981689453,231.61000061035156,231.92999267578125,87454500
2017-03-28,203.53024291992188,235.32000732421875,235.80999755859375,233.13999938964844,233.27000427246094,93483900
2017-03-29,203.7205352783203,235.5399932861328,235.80999755859375,234.72999572753906,234.99000549316406,61950400
2017-03-30,204.36924743652344,236.2899932861328,236.52000427246094,235.27000427246094,235.47000122070312,56737900
2017-03-31,203.89352416992188,235.74000549316406,236.50999450683594,235.67999267578125,235.89999389648438,73733100
2017-04-03,203.5388946533203,235.3300018310547,236.02999877929688,233.91000366210938,235.8000030517578,85546500
2017-04-04,203.668701171875,235.47999572753906,235.5800018310547,234.55999755859375,235.0,56466200
2017-04-05,203.0631866455078,234.77999877929688,237.38999938964844,234.5399932861328,236.25999450683594,108800600
2017-04-06,203.63401794433594,235.44000244140625,236.0399932861328,234.42999267578125,234.94000244140625,69135800
2017-04-07,203.426513671875,235.1999969482422,236.0,234.63999938964844,235.14999389648438,74412300
2017-04-10,203.54754638671875,235.33999633789062,236.25999450683594,234.72999572753906,235.36000061035156,67615300
2017-04-11,203.305419921875,235.05999755859375,235.17999267578125,233.33999633789062,234.89999389648438,88045300
2017-04-12,202.41452026367188,234.02999877929688,234.9600067138672,233.77000427246094,234.74000549316406,81864400
2017-04-13,201.099853515625,232.50999450683594,234.49000549316406,232.50999450683594,233.63999938964844,92880400
2017-04-17,202.88157653808594,234.57000732421875,234.57000732421875,232.8800048828125,233.11000061035156,68405400
2017-04-18,202.276123046875,233.8699951171875,234.49000549316406,233.0800018310547,233.72000122070312,83225800
2017-04-19,201.9042510986328,233.44000244140625,234.9499969482422,233.17999267578125,234.52000427246094,68699900
2017-04-20,203.54754638671875,235.33999633789062,235.85000610351562,233.77999877929688,234.14999389648438,92572200
2017-04-21,202.89889526367188,234.58999633789062,235.30999755859375,234.1300048828125,235.25,110389800
2017-04-24,205.13035583496094,237.1699981689453,237.41000366210938,234.55999755859375,237.17999267578125,119209900
2017-04-25,206.32395935058594,238.5500030517578,238.9499969482422,237.80999755859375,237.91000366210938,76698300
2017-04-26,206.1941680908203,238.39999389648438,239.52999877929688,238.35000610351562,238.50999450683594,84702500
2017-04-27,206.36717224121094,238.60000610351562,238.9499969482422,237.97999572753906,238.77000427246094,57410300
2017-04-28,205.9174346923828,238.0800018310547,238.92999267578125,237.92999267578125,238.89999389648438,63532800
2017-05-01,206.4363555908203,238.67999267578125,239.1699981689453,238.1999969482422,238.67999267578125,66882500
2017-05-02,206.5142059326172,238.77000427246094,238.97999572753906,238.3000030517578,238.83999633789062,57375700
2017-05-03,206.26333618164062,238.47999572753906,238.8800048828125,237.6999969482422,238.77000427246094,73137700
2017-05-04,206.5055694580078,238.75999450683594,238.9199981689453,237.77999877929688,238.8300018310547,61462700
2017-05-05,207.3185272216797,239.6999969482422,239.72000122070312,238.67999267578125,239.19000244140625,62001300
2017-05-08,207.2840118408203,239.66000366210938,239.9199981689453,239.1699981689453,239.75,48385700
2017-05-09,207.0937042236328,239.44000244140625,240.19000244140625,239.0399932861328,239.9600067138672,51363200
2017-05-10,207.46559143066406,239.8699951171875,239.8699951171875,239.14999389648438,239.38999938964844,54293800
2017-05-11,207.0417938232422,239.3800048828125,239.57000732421875,238.1300048828125,239.35000610351562,62358300
2017-05-12,206.69581604003906,238.97999572753906,239.42999267578125,238.6699981689453,239.08999633789062,53912700
2017-05-15,207.83750915527344,240.3000030517578,240.44000244140625,239.4499969482422,239.47000122070312,61918900
2017-05-16,207.64724731445312,240.0800018310547,240.6699981689453,239.6300048828125,240.63999938964844,51241800
2017-05-17,203.9627685546875,235.82000732421875,240.0800018310547,235.75,240.0800018310547,172174100
2017-05-18,204.7843780517578,236.77000427246094,237.75,235.42999267578125,235.72999572753906,107047700
2017-05-19,206.1163330078125,238.30999755859375,239.0800018310547,237.27000427246094,237.3300018310547,115011400
2017-05-22,207.1628875732422,239.52000427246094,239.7100067138672,238.82000732421875,238.89999389648438,61010600
2017-05-23,207.6212615966797,240.0500030517578,240.24000549316406,239.50999450683594,239.9499969482422,48341700
2017-05-24,208.10565185546875,240.61000061035156,240.72999572753906,239.92999267578125,240.32000732421875,46927700
2017-05-25,209.10028076171875,241.75999450683594,242.0800018310547,240.9600067138672,241.1999969482422,64071700
2017-05-26,209.05703735351562,241.7100067138672,241.89999389648438,241.4499969482422,241.5399932861328,46629900
2017-05-30,208.87538146972656,241.5,241.7899932861328,241.16000366210938,241.33999633789062,35201900
2017-05-31,208.82354736328125,241.44000244140625,241.8800048828125,240.63999938964844,241.83999633789062,91796000
2017-06-01,210.48411560058594,243.36000061035156,243.3800048828125,241.63999938964844,241.97000122070312,68962000
2017-06-02,211.18467712402344,244.1699981689453,244.35000610351562,243.0800018310547,243.4199981689453,88666100
2017-06-05,211.0290069580078,243.99000549316406,244.3000030517578,243.75999450683594,243.97000122070312,44698800
2017-06-06,210.35443115234375,243.2100067138672,243.97999572753906,243.1199951171875,243.33999633789062,50375400
2017-06-07,210.7436065673828,243.66000366210938,243.9199981689453,242.8300018310547,243.60000610351562,54144300
2017-06-08,210.84739685058594,243.77999877929688,244.3300018310547,243.1699981689453,243.77000427246094,65950700
2017-06-09,210.52737426757812,243.41000366210938,245.00999450683594,241.9499969482422,244.08999633789062,132256400
2017-06-12,210.48411560058594,243.36000061035156,243.4199981689453,242.3800048828125,243.1300048828125,86108100
2017-06-13,211.51332092285156,244.5500030517578,244.61000061035156,243.5800018310547,243.97999572753906,60067000
2017-06-14,211.24526977539062,244.24000549316406,244.8699951171875,243.2899932861328,244.86000061035156,78602300
2017-06-15,210.83872985839844,243.77000427246094,243.91000366210938,242.36000061035156,242.67999267578125,66464900
2017-06-16,210.88479614257812,242.63999938964844,242.8300018310547,241.6300048828125,242.77000427246094,84553100
2017-06-19,212.64044189453125,244.66000366210938,244.72999572753906,243.47999572753906,243.58999633789062,65123800
2017-06-20,211.20635986328125,243.00999450683594,244.25999450683594,242.99000549316406,244.25,56906400
2017-06-21,211.1542205810547,242.9499969482422,243.58999633789062,242.41000366210938,243.4600067138672,55977600
2017-06-22,211.0586395263672,242.83999633789062,243.52999877929688,242.63999938964844,242.9600067138672,44148100
2017-06-23,211.31068420410156,243.1300048828125,243.50999450683594,242.47000122070312,242.91000366210938,66986800
2017-06-26,211.4497528076172,243.2899932861328,244.3800048828125,243.0500030517578,243.89999389648438,56700500
2017-06-27,209.74630737304688,241.3300018310547,243.3800048828125,241.30999755859375,243.0399932861328,82247700
2017-06-28,211.6236114501953,243.49000549316406,243.72000122070312,242.22999572753906,242.5,70042600
2017-06-29,209.76364135742188,241.35000610351562,243.72000122070312,239.9600067138672,243.66000366210938,106949700
2017-06-30,210.1547393798828,241.8000030517578,242.7100067138672,241.5800018310547,242.27999877929688,86820700
2017-07-03,210.51109313964844,242.2100067138672,243.3800048828125,242.2100067138672,242.8800048828125,39153800
2017-07-05,210.997802734375,242.77000427246094,243.00999450683594,241.6999969482422,242.6300048828125,54427600
2017-07-06,209.068359375,240.5500030517578,242.02999877929688,240.33999633789062,241.88999938964844,65400800
2017-07-07,210.4241943359375,242.11000061035156,242.27999877929688,240.55999755859375,241.2100067138672,57972300
2017-07-10,210.65013122558594,242.3699951171875,242.8000030517578,241.75999450683594,242.11000061035156,36663300
2017-07-11,210.4936981201172,242.19000244140625,242.5500030517578,240.85000610351562,242.3699951171875,50354600
2017-07-12,212.07554626464844,244.00999450683594,244.1999969482422,243.3000030517578,243.3000030517578,59610400
2017-07-13,212.43185424804688,244.4199981689453,244.5500030517578,243.75999450683594,244.02000427246094,39471600
2017-07-14,213.4226837158203,245.55999755859375,245.97000122070312,244.30999755859375,244.4199981689453,60262700
2017-07-17,213.39662170410156,245.52999877929688,245.91000366210938,245.3300018310547,245.47000122070312,33531900
2017-07-18,213.50958251953125,245.66000366210938,245.72000122070312,244.6699981689453,245.05999755859375,42742500
2017-07-19,214.66552734375,246.99000549316406,247.0,246.00999450683594,246.02000427246094,51034300
2017-07-20,214.76116943359375,247.10000610351562,247.4199981689453,246.47000122070312,247.27999877929688,47135200
2017-07-21,214.56988525390625,246.8800048828125,246.91000366210938,246.17999267578125,246.44000244140625,82340800
2017-07-24,214.51776123046875,246.82000732421875,246.97999572753906,246.27999877929688,246.7899932861328,46622300
2017-07-25,215.03921508789062,247.4199981689453,247.8000030517578,247.16000366210938,247.67999267578125,54915600
2017-07-26,215.0479278564453,247.42999267578125,247.7899932861328,247.1300048828125,247.75,47575400
2017-07-27,214.8480682373047,247.1999969482422,248.0,245.67999267578125,247.9600067138672,70766600
2017-07-28,214.59600830078125,246.91000366210938,247.05999755859375,246.1300048828125,246.64999389648438,50088400
2017-07-31,214.4742889404297,246.77000427246094,247.47999572753906,246.52999877929688,247.3699951171875,65838700
2017-08-01,214.95233154296875,247.32000732421875,247.5,246.72000122070312,247.4600067138672,55050400
2017-08-02,215.05661010742188,247.44000244140625,247.60000610351562,246.3699951171875,247.47000122070312,47211200
2017-08-03,214.6394500732422,246.9600067138672,247.33999633789062,246.63999938964844,247.30999755859375,40856000
2017-08-04,215.0305633544922,247.41000366210938,247.7899932861328,246.97000122070312,247.52000427246094,60191800
2017-08-07,215.43031311035156,247.8699951171875,247.8699951171875,247.3699951171875,247.49000549316406,31995000
2017-08-08,214.90017700195312,247.25999450683594,248.91000366210938,246.8300018310547,247.50999450683594,61719400
2017-08-09,214.89149475097656,247.25,247.30999755859375,246.05999755859375,246.47000122070312,62632600
2017-08-10,211.8582000732422,243.75999450683594,246.44000244140625,243.6999969482422,246.2899932861328,120479500
2017-08-11,212.17112731933594,244.1199951171875,244.8000030517578,243.75,244.02000427246094,74869900
2017-08-14,214.2743682861328,246.5399932861328,246.7899932861328,245.5500030517578,245.58999633789062,73291900
2017-08-15,214.2483367919922,246.50999450683594,247.0,246.16000366210938,246.97999572753906,55242700
2017-08-16,214.6220703125,246.94000244140625,247.57000732421875,246.4499969482422,247.11000061035156,56715500
2017-08-17,211.27590942382812,243.08999633789062,246.60000610351562,243.08999633789062,246.24000549316406,128490400
2017-08-18,210.9456329345703,242.7100067138672,244.19000244140625,242.1999969482422,242.89999389648438,136748000
2017-08-21,211.11080932617188,242.89999389648438,243.1999969482422,241.8300018310547,242.63999938964844,65469700
2017-08-22,213.3183135986328,245.44000244140625,245.6199951171875,243.5500030517578,243.57000732421875,63140100
2017-08-23,212.55349731445312,244.55999755859375,245.0500030517578,244.16000366210938,244.3300018310547,50203800
2017-08-24,212.05812072753906,243.99000549316406,245.17999267578125,243.75,245.0,50741700
2017-08-25,212.55349731445312,244.55999755859375,245.61000061035156,244.38999938964844,244.89999389648438,64445900
2017-08-28,212.562255859375,244.57000732421875,245.1999969482422,244.08999633789062,245.1699981689453,40565600
2017-08-29,212.8055877685547,244.85000610351562,245.14999389648438,242.92999267578125,243.05999755859375,51135700
2017-08-30,213.81378173828125,246.00999450683594,246.32000732421875,244.6199951171875,244.8300018310547,62030800
2017-08-31,215.1000518798828,247.49000549316406,247.77000427246094,246.0500030517578,246.72000122070312,103803900
2017-09-01,215.404296875,247.83999633789062,248.3300018310547,247.6699981689453,247.9199981689453,62007000
2017-09-05,213.85720825195312,246.05999755859375,247.52000427246094,244.9499969482422,247.25999450683594,91398800
2017-09-06,214.58729553222656,246.89999389648438,247.27999877929688,246.22999572753906,246.83999633789062,57916900
2017-09-07,214.56121826171875,246.8699951171875,247.27000427246094,246.39999389648438,247.25,58034700
2017-09-08,214.30917358398438,246.5800018310547,247.11000061035156,246.3000030517578,246.5399932861328,63832800
2017-09-11,216.5950164794922,249.2100067138672,249.3000030517578,248.02000427246094,248.0399932861328,71364800
2017-09-12,217.32501220703125,250.0500030517578,250.08999633789062,249.4199981689453,249.6300048828125,56896000
2017-09-13,217.42929077148438,250.1699981689453,250.2100067138672,249.58999633789062,249.72000122070312,59228000
2017-09-14,217.35980224609375,250.08999633789062,250.32000732421875,249.60000610351562,249.8000030517578,95446300
2017-09-15,217.65243530273438,249.19000244140625,249.2899932861328,248.57000732421875,248.69000244140625,95432400
2017-09-18,218.11537170410156,249.72000122070312,250.1199951171875,249.27999877929688,249.61000061035156,46235200
2017-09-19,218.3336944580078,249.97000122070312,250.07000732421875,249.60000610351562,250.0,47108100
2017-09-20,218.41226196289062,250.05999755859375,250.19000244140625,248.9199981689453,250.07000732421875,59574100
2017-09-21,217.82711791992188,249.38999938964844,249.97999572753906,249.19000244140625,249.8800048828125,48211400
2017-09-22,217.8707733154297,249.44000244140625,249.6300048828125,249.02000427246094,249.0500030517578,51214000
2017-09-25,217.42527770996094,248.92999267578125,249.5500030517578,248.0800018310547,249.14999389648438,57064400
2017-09-26,217.55638122558594,249.0800018310547,249.6999969482422,248.80999755859375,249.4199981689453,54082000
2017-09-27,218.40353393554688,250.0500030517578,250.49000549316406,248.8699951171875,249.8800048828125,81001400
2017-09-28,218.6656494140625,250.35000610351562,250.44000244140625,249.6300048828125,249.72999572753906,44778800
2017-09-29,219.4342041015625,251.22999572753906,251.32000732421875,250.1300048828125,250.33999633789062,85578000
2017-10-02,220.38626098632812,252.32000732421875,252.32000732421875,251.2899932861328,251.49000549316406,59023000
2017-10-03,220.85789489746094,252.86000061035156,252.88999938964844,252.22999572753906,252.32000732421875,66810200
2017-10-04,221.11996459960938,253.16000366210938,253.44000244140625,252.55999755859375,252.69000244140625,55953600
2017-10-05,222.43014526367188,254.66000366210938,254.67999267578125,253.1999969482422,253.5399932861328,63522800
2017-10-06,222.17681884765625,254.3699951171875,254.6999969482422,253.85000610351562,254.14999389648438,80646000
2017-10-09,221.81002807617188,253.9499969482422,254.6999969482422,253.64999389648438,254.6300048828125,35803100
2017-10-10,222.3951873779297,254.6199951171875,255.0500030517578,253.97999572753906,254.60000610351562,43057400
2017-10-11,222.74456787109375,255.02000427246094,255.02000427246094,254.32000732421875,254.50999450683594,47674300
2017-10-12,222.41265869140625,254.63999938964844,255.05999755859375,254.3699951171875,254.66000366210938,47065100
2017-10-13,222.68344116210938,254.9499969482422,255.27000427246094,254.63999938964844,255.13999938964844,54800400
2017-10-16,222.98036193847656,255.2899932861328,255.50999450683594,254.82000732421875,255.2100067138672,38221700
2017-10-17,223.1376190185547,255.47000122070312,255.52000427246094,254.97999572753906,255.22999572753906,31561000
2017-10-18,223.35597229003906,255.72000122070312,255.9499969482422,255.5,255.89999389648438,40888300
2017-10-19,223.41708374023438,255.7899932861328,255.8300018310547,254.35000610351562,254.8300018310547,61903800
2017-10-20,224.570068359375,257.1099853515625,257.1400146484375,255.77000427246094,256.70001220703125,89176400
2017-10-23,223.69659423828125,256.1099853515625,257.510009765625,256.0199890136719,257.4800109863281,63915300
2017-10-24,224.08969116210938,256.55999755859375,256.8299865722656,256.1499938964844,256.6000061035156,66935900
