Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades
2024-11-29,EQ,1801.3,1804.6,1782.9,1793.15,1795.5,1796.05,1793.91,1836.1,1363.55,13834768,24818389358.55,377555
2024-12-02,EQ,1803.5,1808.15,1775.0,1796.05,1805.95,1804.7,1791.81,1836.1,1363.55,7555438,13537940498.05,219254
2024-12-03,EQ,1822.7,1837.4,1816.1,1804.7,1825.3,1826.3,1827.25,1837.4,1363.55,21705121,39660723545.25,304635
2024-12-04,EQ,1838.0,1865.0,1831.15,1826.3,1856.8,1860.1,1854.85,1865.0,1363.55,22334542,41427249107.9,436235
2024-12-05,EQ,1860.0,1879.95,1835.2,1860.1,1864.85,1865.75,1862.43,1879.95,1363.55,19841357,36953040114.3,436462
2024-12-06,EQ,1857.0,1864.2,1844.0,1865.75,1855.45,1855.85,1856.73,1879.95,1363.55,8891578,16509303748.1,306905
2024-12-09,EQ,1853.65,1880.0,1849.0,1855.85,1867.55,1870.0,1871.09,1880.0,1363.55,13473956,25211039597.45,234236
2024-12-10,EQ,1877.7,1877.7,1858.55,1870.0,1867.65,1868.1,1867.3,1880.0,1363.55,6662740,12441343169.15,231195
2024-12-11,EQ,1861.7,1871.9,1856.75,1868.1,1862.5,1863.1,1864.0,1880.0,1363.55,7022713,13090328471.35,233801
2024-12-12,EQ,1851.0,1868.65,1848.7,1863.1,1858.0,1859.25,1858.38,1880.0,1363.55,8646895,16069241440.6,201479
2024-12-13,EQ,1862.5,1875.0,1829.25,1859.25,1873.3,1871.75,1858.29,1880.0,1363.55,9504501,17662074120.8,218405
2024-12-16,EQ,1865.1,1869.95,1855.25,1871.75,1862.0,1865.2,1863.37,1880.0,1363.55,6553541,12211702096.0,177602
2024-12-17,EQ,1856.35,1862.35,1826.5,1865.2,1829.9,1833.25,1840.34,1880.0,1363.55,10539766,19396785094.9,273231
2024-12-18,EQ,1829.85,1836.0,1807.15,1833.25,1812.0,1810.7,1817.52,1880.0,1363.55,11711156,21285273596.85,235785
2024-12-19,EQ,1799.6,1801.1,1779.0,1810.7,1794.0,1793.5,1791.37,1880.0,1363.55,12690385,22733148296.1,226833
2024-12-20,EQ,1782.2,1797.55,1767.05,1793.5,1777.1,1771.5,1778.49,1880.0,1363.55,12846174,22846837948.65,248859
2024-12-23,EQ,1782.0,1806.0,1781.3,1771.5,1802.0,1801.0,1798.41,1880.0,1363.55,5522296,9931339240.15,196041
2024-12-24,EQ,1802.05,1808.7,1789.55,1801.0,1799.65,1798.1,1798.76,1880.0,1363.55,7242917,13028270259.6,186401
2024-12-26,EQ,1798.55,1812.0,1780.75,1798.1,1792.5,1790.75,1793.76,1880.0,1363.55,5240839,9400810018.35,206346
2024-12-27,EQ,1794.8,1805.95,1789.1,1790.75,1801.0,1798.25,1796.11,1880.0,1363.55,3629665,6519260348.4,118374
2024-12-30,EQ,1792.2,1815.0,1771.0,1798.25,1784.0,1777.9,1785.2,1880.0,1363.55,11111109,19835603545.9,242576
2024-12-31,EQ,1770.3,1781.8,1765.6,1777.9,1772.0,1772.85,1773.08,1880.0,1363.55,7058618,12515466451.75,178863
2025-01-01,EQ,1773.45,1794.0,1761.1,1772.85,1784.95,1782.75,1781.22,1880.0,1363.55,3656903,6513766065.7,137050
2025-01-02,EQ,1777.1,1803.45,1773.0,1782.75,1792.35,1793.75,1792.0,1880.0,1363.55,9279288,16628452536.95,207825
2025-01-03,EQ,1791.0,1795.25,1746.3,1793.75,1748.4,1749.2,1758.6,1880.0,1363.55,12213097,21477958569.15,331392
2025-01-06,EQ,1740.1,1757.2,1705.8,1749.2,1711.0,1710.5,1725.21,1880.0,1363.55,9408174,16231088938.6,286152
2025-01-07,EQ,1715.0,1721.0,1700.0,1710.5,1712.95,1713.4,1712.76,1880.0,1363.55,6763953,11585014112.5,183035
2025-01-08,EQ,1708.25,1711.65,1683.35,1713.4,1694.2,1694.3,1694.07,1880.0,1363.55,9869095,16718930725.7,333259
2025-01-09,EQ,1684.15,1689.0,1658.1,1694.3,1668.8,1667.8,1668.1,1880.0,1363.55,20210111,33712559507.35,484900
2025-01-10,EQ,1671.0,1674.9,1654.0,1667.8,1657.0,1656.75,1664.65,1880.0,1363.55,8726640,14526837756.8,215325
2025-01-13,EQ,1640.0,1646.75,1624.3,1656.75,1632.1,1630.85,1634.5,1880.0,1363.55,10834533,17709048137.7,275849
2025-01-14,EQ,1639.9,1656.2,1637.0,1630.85,1650.75,1646.6,1646.85,1880.0,1363.55,13330716,21953639202.1,315905
2025-01-15,EQ,1656.5,1662.7,1636.3,1646.6,1645.7,1643.05,1648.56,1880.0,1363.55,7011446,11558819066.05,207907
2025-01-16,EQ,1652.85,1660.55,1642.85,1643.05,1654.85,1652.05,1650.92,1880.0,1363.55,10606227,17510025478.45,215124
2025-01-17,EQ,1643.5,1650.5,1628.5,1652.05,1636.7,1636.75,1636.01,1880.0,1363.55,11556038,18905738551.0,214237
2025-01-20,EQ,1626.0,1660.95,1626.0,1636.75,1652.85,1651.25,1646.81,1880.0,1363.55,8778809,14457009775.1,226533
2025-01-21,EQ,1658.25,1661.05,1633.05,1651.25,1645.75,1642.4,1645.24,1880.0,1363.55,15579072,25631380761.95,270722
2025-01-22,EQ,1642.4,1671.9,1625.45,1642.4,1671.9,1666.05,1653.85,1880.0,1363.55,15309653,25319845164.8,367130
2025-01-23,EQ,1687.0,1687.0,1651.25,1666.05,1665.0,1664.9,1665.84,1880.0,1363.55,17454579,29076566202.7,445411
2025-01-24,EQ,1660.0,1670.3,1644.5,1664.9,1645.0,1649.8,1658.68,1880.0,1363.55,12118100,20100037678.05,271994
2025-01-27,EQ,1641.1,1643.6,1626.0,1649.8,1629.5,1629.8,1632.37,1880.0,1363.55,11402083,18612439467.95,277125
2025-01-28,EQ,1647.0,1684.3,1647.0,1629.8,1673.3,1670.4,1670.57,1880.0,1363.55,15089656,25208271808.85,350835
2025-01-29,EQ,1675.0,1681.15,1668.85,1670.4,1676.0,1677.3,1675.45,1880.0,1363.55,6309945,10571994646.45,196187
2025-01-30,EQ,1681.0,1697.9,1672.55,1677.3,1693.1,1691.5,1685.73,1880.0,1363.55,12872423,21699404205.05,263161
2025-01-31,EQ,1687.25,1704.7,1683.95,1691.5,1699.5,1698.75,1696.52,1880.0,1363.55,7910843,13420873179.4,215938
2025-02-01,EQ,1697.5,1713.0,1676.05,1698.75,1692.0,1690.95,1694.22,1880.0,1363.55,2793764,4733238897.95,88839
2025-02-03,EQ,1670.0,1686.8,1663.45,1690.95,1679.6,1678.0,1679.49,1880.0,1363.55,10138270,17027093333.7,230780
2025-02-04,EQ,1688.7,1725.8,1680.05,1678.0,1716.3,1720.9,1710.93,1880.0,1363.55,14308251,24480395914.25,342091
2025-02-05,EQ,1733.0,1744.2,1718.9,1720.9,1734.8,1737.8,1733.84,1880.0,1363.55,11837753,20524785237.35,275185
2025-02-06,EQ,1735.5,1749.0,1724.0,1737.8,1746.5,1743.85,1735.75,1880.0,1363.55,13380358,23225008521.55,225108
2025-02-07,EQ,1750.0,1767.0,1725.0,1743.85,1732.0,1732.75,1744.99,1880.0,1363.55,11754800,20512007682.55,326327
2025-02-10,EQ,1717.3,1723.45,1708.5,1732.75,1716.6,1715.75,1715.57,1880.0,1363.55,8597975,14750390095.15,175150
2025-02-11,EQ,1703.0,1711.0,1688.7,1715.75,1700.95,1701.4,1700.06,1880.0,1363.55,11362352,19316630388.15,182730
2025-02-12,EQ,1693.0,1712.0,1681.2,1701.4,1710.65,1706.8,1696.59,1880.0,1363.55,11404785,19349271431.55,286053
2025-02-13,EQ,1699.0,1714.25,1693.55,1706.8,1698.95,1697.7,1702.88,1880.0,1363.55,6301217,10730216799.15,200278
2025-02-14,EQ,1701.9,1701.9,1680.0,1697.7,1694.4,1694.85,1690.46,1880.0,1363.55,9979946,16870660139.45,309031
2025-02-17,EQ,1685.2,1720.0,1681.25,1694.85,1719.0,1717.35,1702.14,1880.0,1397.3,6469473,11011975039.0,262946
2025-02-18,EQ,1713.05,1731.55,1706.15,1717.35,1723.0,1723.05,1721.09,1880.0,1397.3,8175455,14070671116.4,322226
2025-02-19,EQ,1717.0,1737.9,1712.45,1723.05,1725.05,1727.2,1727.42,1880.0,1397.3,5942056,10264454339.75,300603
