Date,SPY,QQQ
2011-06-13,97.5958480834961,47.880821228027344
2011-06-14,98.83393096923828,48.494224548339844
2011-06-15,97.07612609863281,47.5741081237793
2011-06-16,97.29016876220703,47.39009094238281
2011-06-17,97.58047485351562,47.241661071777344
2011-06-20,98.07972717285156,47.48757553100586
2011-06-21,99.4238052368164,48.506351470947266
2011-06-22,98.82470703125,48.15504455566406
2011-06-23,98.54055786132812,48.602970123291016
2011-06-24,97.39613342285156,47.75983810424805
2011-06-27,98.26405334472656,48.52391052246094
2011-06-28,99.54666137695312,49.244083404541016
2011-06-29,100.3991928100586,49.44609451293945
2011-06-30,101.35926818847656,50.104801177978516
2011-07-01,102.85698699951172,50.8600959777832
2011-07-05,102.77247619628906,51.11478042602539
2011-07-06,102.8953857421875,51.281646728515625
2011-07-07,103.9629898071289,51.98426055908203
2011-07-08,103.22563934326172,51.843746185302734
2011-07-11,101.35926818847656,50.90400695800781
2011-07-12,100.92147827148438,50.51756286621094
2011-07-13,101.2593994140625,50.72834396362305
2011-07-14,100.56049346923828,50.139923095703125
2011-07-15,101.14424133300781,50.807395935058594
2011-07-18,100.31474304199219,50.53514862060547
2011-07-19,101.9430160522461,51.68565368652344
2011-07-20,101.88155364990234,51.46609878540039
2011-07-21,103.29476928710938,51.808616638183594
2011-07-22,103.3638916015625,52.34435272216797
2011-07-25,102.7878189086914,52.23896789550781
2011-07-26,102.4038314819336,52.370697021484375
2011-07-27,100.30706024169922,51.018184661865234
2011-07-28,100.01518249511719,51.10600280761719
2011-07-29,99.33164978027344,50.939125061035156
2011-08-01,98.90919494628906,50.70201110839844
2011-08-02,96.38233184814453,49.41973876953125
2011-08-03,96.90460205078125,49.894012451171875
2011-08-04,92.36544799804688,47.57538986206055
2011-08-05,92.22718811035156,47.27679443359375
2011-08-08,86.2210464477539,44.43122863769531
2011-08-09,90.23026275634766,46.57416915893555
2011-08-10,86.24409484863281,44.66835021972656
2011-08-11,90.11508178710938,46.635658264160156
2011-08-12,90.7218017578125,47.04844284057617
2011-08-15,92.64193725585938,47.74226379394531
2011-08-16,91.85083770751953,47.338260650634766
2011-08-17,91.91231536865234,47.057228088378906
2011-08-18,87.94915008544922,44.74740982055664
2011-08-19,86.51293182373047,43.939395904541016
2011-08-22,86.58204650878906,44.09748458862305
2011-08-23,89.4314956665039,45.91548538208008
2011-08-24,90.69110870361328,46.27556228637695
2011-08-25,89.30864715576172,45.520267486572266
2011-08-26,90.60663604736328,46.66201400756836
2011-08-29,93.21031188964844,47.96184158325195
2011-08-30,93.4560775756836,48.27800750732422
2011-08-31,93.87081909179688,48.357051849365234
2011-09-01,92.8876953125,47.917903900146484
2011-09-02,90.51443481445312,46.793739318847656
2011-09-06,89.85392761230469,46.802520751953125
2011-09-07,92.38845825195312,47.98817825317383
2011-09-08,91.42842864990234,47.76862335205078
2011-09-09,89.03211975097656,46.7059326171875
2011-09-12,89.60814666748047,47.30312728881836
2011-09-13,90.42996215820312,47.93549346923828
2011-09-14,91.6818618774414,48.620521545410156
2011-09-15,93.26406860351562,49.34070587158203
2011-09-16,93.8160629272461,49.79296112060547
2011-09-19,92.88189697265625,49.81057357788086
2011-09-20,92.77381134033203,49.59060287475586
2011-09-21,90.04088592529297,48.728302001953125
2011-09-22,87.13035583496094,47.144500732421875
2011-09-23,87.6552963256836,47.646026611328125
2011-09-26,89.73979187011719,48.20035934448242
2011-09-27,90.74341583251953,48.701900482177734
2011-09-28,88.89055633544922,47.980384826660156
2011-09-29,89.59307098388672,47.408470153808594
2011-09-30,87.3542251586914,46.18541717529297
2011-10-03,84.8683090209961,44.99755859375
2011-10-04,86.72889709472656,45.92144012451172
2011-10-05,88.33468627929688,47.10050964355469
2011-10-06,89.9327621459961,47.89240264892578
2011-10-07,89.33060455322266,47.575653076171875
2011-10-10,92.31834411621094,49.221046447753906
2011-10-11,92.41097259521484,49.555389404296875
2011-10-12,93.22158813476562,49.8017692565918
2011-10-13,93.03630828857422,50.259307861328125
2011-10-14,94.62667083740234,51.19200134277344
2011-10-17,92.82013702392578,50.400089263916016
2011-10-18,94.63438415527344,51.02481460571289
2011-10-19,93.51495361328125,50.039329528808594
2011-10-20,93.92411804199219,49.79296112060547
2011-10-21,95.70750427246094,50.41767883300781
2011-10-24,96.88096618652344,51.46474838256836
2011-10-25,94.99723815917969,50.4528923034668
2011-10-26,95.9622802734375,50.391292572021484
2011-10-27,99.30513000488281,51.78150177001953
2011-10-28,99.28197479248047,51.8607177734375
2011-10-31,96.88868713378906,50.989627838134766
2011-11-01,94.18659973144531,49.66097640991211
2011-11-02,95.72293090820312,50.08332443237305
2011-11-03,97.46772766113281,51.121578216552734
2011-11-04,96.87323760986328,50.85762405395508
2011-11-07,97.4754409790039,51.2183837890625
2011-11-08,98.72610473632812,51.80791473388672
2011-11-09,95.0821762084961,49.986541748046875
2011-11-10,95.97772216796875,49.960147857666016
2011-11-11,97.78424835205078,50.90162658691406
2011-11-14,96.85779571533203,50.58487319946289
2011-11-15,97.33647918701172,51.14800262451172
2011-11-16,95.79242706298828,50.303306579589844
2011-11-17,94.27154541015625,49.12425231933594
2011-11-18,94.17117309570312,48.745906829833984
2011-11-21,92.38009643554688,47.81322479248047
2011-11-22,92.01725769042969,47.97159194946289
2011-11-23,89.9868392944336,46.88932418823242
2011-11-25,89.81696319580078,46.52857971191406
